Name,Address,City,State,Zip Code,County,Minority Group(s),Contact Name,Contact Phone Number,Contact Fax,Certification Number,Certification Date,Contact Email Address,Website,NAICS Codes(s),Products / Services,Geocoded Location
SUZANNE THOMPSON & ASSOCIATES,100 GITTINGS AVENUE,BALTIMORE,MD,21212,BALTIMORE,FEMALE,SUZANNE THOMPSON,4104334747,4108824757,13-321,07/02/2013 12:00:00 AM,SUZANNE@HEALTHPLANHQ.COM,http://WWW.HEALTHPLANHQ.COM,"519190-MBE-ONLY, 524210-MBE-ONLY, 524298-MBE-ONLY, 541611-MBE-ONLY, 541612-MBE-ONLY, 561422-MBE-ONLY",ALL OTHER INFORMATION SERVICES SPECIFICALLY TELEPHONE BASED INFORMATION SERVICE ON OPEN ENROLLMENT AND INSURANCE POLICY QUESTIONS INSURANCE AGENCIES AND BROKERAGES ALL OTHER INSURANCE RELATED ACTIVITIES SPECIFICALLY INSURANCE ADVISORY SERVICE MEDICAL COST EVALUATION SERVICES ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES SPECIFICALLY CONSULTING WITH BUSINESSES ON EMPLOYEE BENEFITS INSURANCE COVERAGE HUMAN RESOURCES CONSULTING SERVICES SPECIFICALLY EMPLOYEE BENEFITS SERVICES TELEMARKETING BUREAUS AND OTHER CONTACT CENTERS SPECIFICALLY CALL CENTER SERVICES FOR INSURANCE EXCHANGE INSURANCE OPTIONS AND COVERAGE CONCERNS PUBLIC AND BUSINESSES,"100 GITTINGS AVENUE
BALTIMORE, MD 21212
(39.371318, -76.620652)"
"SYSTEMS 4, INC.",18942 BONANZA WAY,GAITHERSBURG,MD,20879-1513,MONTGOMERY,FEMALE,MARY ANNE KIRGAN,3012585000,3012587747,04-201,04/29/2004 12:00:00 AM,KIRGAN2016@SYSTEMS4.COM,http://WWW.SYSTEMS4.COM,"238210-MBE/DBE/SBE, 423690-MBE/DBE/SBE, 541513-MBE/DBE/SBE, 541690-MBE/DBE/SBE",ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS SPECIFICALLY ENVIRONMENTAL CONTROL INSTALLATION CONTRACTORS OTHER ELECTRONIC PARTS AND EQUIPMENT MERCHANT WHOLESALERS SPECIFICALLY ELECTRONIC PARTS AND EQUIPMENT NEC COMPUTER FACILITIES MANAGEMENT SERVICES OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES SPECIFICALLY ENERGY CONSULTING SERVICES,"18942 BONANZA WAY
GAITHERSBURG, MD 20879-1513
(39.167107, -77.170165)"
"SIMPLY PANACHE WEDDINGS &  EVENTS, LLC",307 ERIN RUSSEL CT,REISTERSTOWN,MD,21136,BALTIMORE,AFRICAN AMERICAN / FEMALE,LISA T TINCH,4435809135,,15-625,12/18/2015 12:00:00 AM,INFO@SIMPLYPANACHEEVENTS.COM,http://WWW.SIMPLYPANACHEEVENTS.COM,812990-MBE/DBE/SBE,ALL OTHER PERSONAL SERVICES SPECIFICALLY WEDDING AND EVENT PLANNING,"307 ERIN RUSSEL CT
REISTERSTOWN, MD 21136
(39.437428, -76.817383)"
"ROHRER STUDIO, LLC",611 CATHEDRAL STREET,BALTIMORE,MD,21201,BALTIMORE CITY,FEMALE,DIANNE ROHRER,4104680346,4104682565,04-447,10/04/2004 12:00:00 AM,DJROHRER@ROHRERSTUDIO.COM,http://WWW.ROHRERSTUDIO.COM,"541310-MBE/DBE/SBE, 541410-MBE/DBE/SBE",INTERIOR DESIGN SERVICES SPECIFICALLY WALLS LIGHTING FURNISHINGS FLOORING ARCHITECTURAL SERVICES SPECIFICALLY COMMERCIAL INSTUITIONAL,"611 CATHEDRAL STREET
BALTIMORE, MD 21201
(39.296938, -76.617001)"
SYMPHONY PLACEMENTS LTD.,201 OLD PANDONIA ROAD,COCKEYSVILLE,MD,21030,BALTIMORE,FEMALE,WANDA L. SMITH,4432794550,4432794554,07-048,01/29/2007 12:00:00 AM,WSMITH@SYMPHONYPLACEMENTS.COM,http://WWW.SYMPHONYPLACEMENTS.COM,"541612-MBE/DBE/SBE, 561311-MBE/DBE/SBE, 561312-MBE/DBE/SBE, 561320-MBE/DBE/SBE, 611430-MBE/DBE/SBE",HUMAN RESOURCES CONSULTING SERVICES EMPLOYMENT PLACEMENT AGENCIES SPECIFICALLY PERMANENT PLACEMENT SERVICES EXECUTIVE SEARCH SERVICES PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING TEMPORARY HELP SERVICES SPECIFICALLY FOR ADMINISTRATIVE AND CLERICAL MEDICAL SUPPORT STAFF,"201 OLD PANDONIA ROAD
COCKEYSVILLE, MD 21030
(39.457202, -76.637419)"
"TDS DOUGLASS CONSTRUCTION, LLC",2632 W. FRANKLIN STREET,BALTIMORE,MD,21223,BALTIMORE,AFRICAN AMERICAN / FEMALE,WENDY DOUGLASS,4435458021,,17-088,02/08/2017 12:00:00 AM,TDSDCLLC@YAHOO.COM,,"236118-MBE/DBE/SBE, 238130-MBE/DBE/SBE, 238310-MBE/DBE/SBE, 238320-MBE/DBE/SBE, 238330-MBE/DBE/SBE, 238350-MBE/DBE/SBE, 238910-MBE/DBE/SBE",RESIDENTIAL REMODELERS FRAMING CONTRACTORS DRYWALL AND INSULATION CONTRACTORS PAINTING AND WALL COVERING CONTRACTORS FLOORING CONTRACTORS FINISH CARPENTRY CONTRACTORS SITE PREPARATION CONTRACTORS,"2632 W. FRANKLIN STREET
BALTIMORE, MD 21223
(39.2933, -76.660185)"
TRADEMASTERS SERVICE CORPORATION,7208 LOCKPORT DRIVE,LORTON,VA,22079,OTHER STATE,SOCIALLY AND ECONOMICALLY DISADVANTAGED,DAVID S. KYLE,7036446400,7035500998,16-598,11/16/2016 12:00:00 AM,BKYLE@TRADEMASTERS.COM,http://TRADEMASTERS.COM,"238220-DBE/SBE-ONLY, 238990-DBE/SBE-ONLY, 423720-DBE/SBE-ONLY, 423730-DBE/SBE-ONLY, 561210-DBE/SBE-ONLY",PLUMBING HEATING AND AIR CONDITIONING CONTRACTORS ALL OTHER SPECIALTY TRADE CONTRACTORS PLUMBING AND HEATING EQUIPMENT AND SUPPLIES HYDRONICS MERCHANT WHOLESALERS WARM AIR HEATING AND AIR CONDITIONING EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS FACILITIES SUPPORT SERVICES,"7208 LOCKPORT DRIVE
LORTON, VA 22079
(38.716576, -77.191237)"
"TBM TECHNOLOGY CONSULTING, LLC",3102 GALLOP WAY,FORT WASHINGTON,MD,20744,PRINCE GEORGE'S,AFRICAN AMERICAN,MR. TOESIA MIMS,3018758787,,14-381,07/14/2014 12:00:00 AM,TMIMS@TBMTECHCONSULT.COM,http://WWW.TBMTECHCONSULT.COM,"541512-MBE/DBE/SBE, 541519-MBE/DBE/SBE, 541611-MBE/DBE/SBE",COMPUTER SYSTEMS DESIGN SERVICES SPECIFICALLY COMPUTER SYSTEM INTEGRATION DESIGN CONSULTING SERVICES OTHER COMPUTER RELATED SERVICES SPECIFICALLY COMPUTER DISASTER RECOVERY SERVICES SOFTWARE INSTALLATION SERVICES PROJECT MANAGEMENT AND IT SECURITY CONSULTING SERVICES ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES SPECIFICALLY ACQUISITION MANAGEMENT ASSET MANAGEMENT STRATEGIC PLANNING AND BUDGET MANAGEMENT,"3102 GALLOP WAY
FORT WASHINGTON, MD 20744
(38.791626, -76.955032)"
"SYNTHESIS TECHNOLOGIES, INC.",13606 WOOD EMBER DRIVE,UPPER MARLBORO,MD,20774,PRINCE GEORGE'S,AFRICAN AMERICAN / FEMALE,CLARA SMITH,2022478401,3017803432,04-196,04/28/2004 12:00:00 AM,CSMITH@SYNTHESISINC.NET,http://WWW.SYNTHESISINC.NET,"511210-MBE/DBE/SBE, 518210-MBE/DBE/SBE, 541511-MBE/DBE/SBE, 541512-MBE/DBE/SBE, 541513-MBE/DBE/SBE, 541519-MBE/DBE/SBE, 611420-MBE/DBE/SBE, 811212-MBE/DBE/SBE",CUSTOM COMPUTER PROGRAMMING SERVICES SOFTWARE PUBLISHERS COMPUTER SYSTEMS DESIGN SERVICES DATA PROCESSING HOSTING AND RELATED SERVICES COMPUTER FACILITIES MANAGEMENT SERVICES COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE OTHER COMPUTER RELATED SERVICES SPECIFICALLY PROJECT MANAGEMENT AND IT ASSESSMENTS COMPUTER TRAINING,"13606 WOOD EMBER DRIVE
UPPER MARLBORO, MD 20774
(38.858728, -76.770455)"
THE HARBOR CITY CORP,"8335 GUILFORD ROAD, SUITE H",COLUMBIA,MD,21046,HOWARD,NR (SBE ONLY),KRISTIN HUNT,4109950101,4109950129,15-513,10/07/2015 12:00:00 AM,SHUNT@ACCTELECOM.COM,http://WWW.ACCTELECOM.COM,"238210-SBE-ONLY, 517911-SBE-ONLY, 517919-SBE-ONLY, 532490-SBE-ONLY, 541618-SBE-ONLY, 561621-SBE-ONLY, 811213-SBE-ONLY",ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS TELECOMMUNICATIONS RESELLERS ALL OTHER TELECOMMUNICATIONS OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING OTHER MANAGEMENT CONSULTING SERVICES SECURITY SYSTEMS SERVICES EXCEPT LOCKSMITHS COMMUNICATION EQUIPMENT REPAIR AND MAINTENANCE,"8335 GUILFORD ROAD, SUITE H
COLUMBIA, MD 21046
(39.17704, -76.870236)"
"SARMIENTO TRUCKING, LLC",8007 SUNNYBROOK COURT,FREDERICK,MD,21702,FREDERICK,HISPANIC AMERICAN,DAVID S. SARMIENTO,2405060832,3017794955,09-394,07/15/2009 12:00:00 AM,,,"484220-MBE/DBE/SBE, 488490-MBE/DBE/SBE",SPECIALIZED FREIGHT EXCEPT USED GOODS TRUCKING LOCAL SPECIFICALLY HAUL AGGREGATES SUCH AS SAND DIRT GRAVEL CRUSHED STONE OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION SPECIFICALLY HIGHWAY SNOW REMOVAL AND SALT TREATMENT,"8007 SUNNYBROOK COURT
FREDERICK, MD 21702
(39.451899, -77.429518)"
"TOMATO DESIGN STUDIO, LLC","11-1/2 WEST CHASE STREET, 2ND FLOOR",BALTIMORE,MD,21201,BALTIMORE CITY,ASIAN AMERICAN PACIFIC,SANG H. LEE,4106275013,,13-305,07/01/2013 12:00:00 AM,SLEE@TOMATODESIGNSTUDIO.COM,,"541310-MBE/DBE/SBE, 541320-MBE/DBE/SBE, 541410-MBE/DBE/SBE, 541611-MBE/DBE/SBE",ARCHITECTURAL SERVICES SPECIFICALLY ARCHITECTS OFFICES LEED GREEN BUILDING PRACTICE FOR ENERGY AND ENVIRONMENTAL DESIGN LANDSCAPE ARCHITECTURAL SERVICES SPECIFICALLY LAND USE PLANNING SERVICES LANDSCAPE PLANNING SERVICES INTERIOR DESIGN SERVICES SPECIFICALLY INTERIOR DESIGN CONSULTING SERVICES ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES SPECIFICALLY ADMINISTRATIVE MANAGEMENT CONSULTING SERVICES,"11-1/2 WEST CHASE STREET, 2ND FLOOR
BALTIMORE, MD 21201
(39.302341, -76.617027)"
THE FOUR THIRTEEN CORPORATION,3729 MARMON AVENUE,BALTIMORE,MD,21207,BALTIMORE CITY,AFRICAN AMERICAN / FEMALE,LACHERYL JONES,4438038569,0,17-061,01/25/2017 12:00:00 AM,LACHERYL@THE413CORP.COM,,"541611-MBE/DBE/SBE, 541613-MBE/DBE/SBE, 541614-MBE/DBE/SBE, 541690-MBE/DBE/SBE, 541720-MBE/DBE/SBE, 541910-MBE/DBE/SBE, 561110-MBE/DBE/SBE, 561320-MBE/DBE/SBE, 611430-MBE/DBE/SBE",ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES MARKETING CONSULTING SERVICES PROCESS PHYSICAL DISTRIBUTION AND LOGISTICS CONSULTING SERVICES OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES SPECIFICALLY ECONOMIC CONSULTING RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES MARKETING RESEARCH AND PUBLIC OPINION POLLING OFFICE ADMINISTRATIVE SERVICES TEMPORARY HELP SERVICES PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,"3729 MARMON AVENUE
BALTIMORE, MD 21207
(39.336929, -76.699452)"
T3 DESIGN CORPORATION,"10340 DEMOCRACY LANE, SUITE 305",FAIRFAX,VA,22030,OTHER STATE,FEMALE,AMY J. MORRIS,7033595861,7033595863,12-454,07/25/2012 12:00:00 AM,PTIMBROOK@T3DESIGN.US,http://WWW.T3DESIGN.US,541330-MBE/DBE/SBE,ENGINEERING SERVICES SPECIFICALLY TRAFFIC ENGINEERING CONSULTING SERVICES,"10340 DEMOCRACY LANE, SUITE 305
FAIRFAX, VA 22030
(38.84972, -77.300828)"
"STEELE TRUCKING, INC.",1518 PATUXENT MANOR ROAD,DAVIDSONVILLE,MD,21035,ANNE ARUNDEL,FEMALE,BARBARA JEAN STEELE,4433097772,4107986710,11-169,03/25/2011 12:00:00 AM,STI8601@AOL.COM,,"484110-MBE/DBE/SBE, 488490-MBE/DBE/SBE",GENERAL FREIGHT TRUCKING LOCAL SPECIFICALLY HAULING OF ASPHALT MILLINGS SAND GRAVEL STONE OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION SPECIFICALLY SNOW REMOVAL SNOW PLOWING SALTING SERVICES,"1518 PATUXENT MANOR ROAD
DAVIDSONVILLE, MD 21035
(38.912559, -76.665906)"
"T AND T CONSULTING SERVICES, INC.",431 PARK AVENUE,FALLS CHURCH,VA,22046,OTHER STATE,ASIAN AMERICAN PACIFIC / FEMALE,SOPHIA TONG,2406540933,2406540952,10-548,08/19/2010 12:00:00 AM,INFO@TATCS.COM,http://WWW.TATCS.COM,"541511-MBE/DBE/SBE, 541512-MBE/DBE/SBE, 541513-MBE/DBE/SBE, 541519-MBE/DBE/SBE, 541611-MBE/DBE/SBE",CUSTOM COMPUTER PROGRAMMING SERVICES COMPUTER SYSTEMS DESIGN SERVICES COMPUTER FACILITIES MANAGEMENT SERVICES OTHER COMPUTER RELATED SERVICES SPECIFICALLY HELP DESK SUPPORT DESKTOP IT SUPPORT AV VTC SUPPORT ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES SPECIFICALLY INFORMATION TECHNOLOGY MANAGEMENT,"431 PARK AVENUE
FALLS CHURCH, VA 22046
(38.887107, -77.176109)"
"T J HOLT ELECTRIC, LLC",8505 SUMTER LANE,CLINTON,MD,20735,PRINCE GEORGE'S,AFRICAN AMERICAN,TONY J. HOLT,3015261614,3013583844,13-036,02/05/2013 12:00:00 AM,TJHOLTELECTRIC@AOL.COM,,238210-MBE/DBE/SBE,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS SPECIFICALLY ELECTRIC POWER CONTROL PANEL AND OUTLET INSTALLATION ELECTRICAL CONTRACTORS ELECTRICAL WIRING CONTRACTORS GENERATOR INSTALLATION,"8505 SUMTER LANE
CLINTON, MD 20735
(38.771752, -76.917017)"
"THE FERTILE SOIL PROJECT, LLC","8 N. HOWARD STREET, #314",BALTIMORE,MD,21201,BALTIMORE CITY,AFRICAN AMERICAN / FEMALE,KYM-KISHA NIXON,5082374177,,16-240,05/18/2016 12:00:00 AM,KYMKISHA@GMAIL.COM,,"611430-MBE/DBE/SBE, 621330-MBE/DBE/SBE",PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING OFFICES OF MENTAL HEALTH PRACTITIONERS EXCEPT PHYSICIANS SPECIFICALLY LICENSED SOCIAL WORK SERVICES,"8 N. HOWARD STREET, #314
BALTIMORE, MD 21201
(39.289833, -76.619466)"
STRONG NATIVE: IT STAFFING CORP.,6 STEVE WAY,BALTIMORE,MD,21236,BALTIMORE,NATIVE AMERICAN / FEMALE,SUSAN BUSCH,4439968000,,15-523,10/07/2015 12:00:00 AM,SBUSCH4@COMCAST.NET,,"561311-MBE/DBE/SBE, 561312-MBE/DBE/SBE, 561320-MBE/DBE/SBE",EMPLOYMENT PLACEMENT AGENCIES EXECUTIVE SEARCH SERVICES TEMPORARY HELP SERVICES,"6 STEVE WAY
BALTIMORE, MD 21236
(39.409807, -76.47269)"
"THE ARBEIT GROUP, INC.","1997 ANNAPOLIS EXCHANGE PKWY., SUITE 300",ANNAPOLIS,MD,21401,ANNE ARUNDEL,AFRICAN AMERICAN,MR. TRACY E. MITCHELL,3015744652,2407702418,12-524,08/29/2012 12:00:00 AM,TMITCHELL@THEARBEITGROUP.COM,http://WWW.THEARBEITGROUP.COM,"512110-MBE/DBE/SBE, 518210-MBE/DBE/SBE, 541430-MBE/DBE/SBE, 541511-MBE/DBE/SBE, 541512-MBE/DBE/SBE, 541513-MBE/DBE/SBE, 541519-MBE/DBE/SBE, 541611-MBE/DBE/SBE, 541618-MBE/DBE/SBE, 561110-MBE/DBE/SBE, 561499-MBE/DBE/SBE, 561920-MBE/DBE/SBE, 611430-MBE/DBE/SBE",MOTION PICTURE AND VIDEO PRODUCTION SPECIFICALLY VIDEO PRODUCTION DATA PROCESSING HOSTING AND RELATED SERVICES SPECIFICALLY APPLICATION HOSTING AUTOMATED DATA PROCESSING DATA ENTRY DATA PROCESSING COMPUTER SERVICES ELECTRONIC DATA PROCESSING MEDIA STREAMING OPTICAL SCANNING SCANNING VIDEO AND AUDIO STREAMING AND WEB HOSTING GRAPHIC DESIGN SERVICES CUSTOM COMPUTER PROGRAMMING SERVICES COMPUTER SYSTEMS DESIGN SERVICES COMPUTER FACILITIES MANAGEMENT SERVICES SPECIFICALLY PROJECT SUPPORT AND MANAGEMENT SERVICES OTHER COMPUTER RELATED SERVICES SPECIFICALLY SOFTWARE INSTALLATION SERVICES ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES OTHER MANAGEMENT CONSULTING SERVICES SPECIFICALLY TELECOMMUNICATIONS MANAGEMENT CONSULTING SERVICES OFFICE ADMINISTRATIVE SERVICES SPECIFICALLY ADMINISTRATIVE MANAGEMENT SERVICES BUSINESS MANAGEMENT SERVICES MEDICAL OFFICE MANAGEMENT SERVICES ALL OTHER BUSINESS SUPPORT SERVICES SPECIFICALLY TELECONFERENCING SERVICES VIDEOCONFERENCING SERVICES CONVENTION AND TRADE SHOW ORGANIZERS PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,"1997 ANNAPOLIS EXCHANGE PKWY., SUITE 300
ANNAPOLIS, MD 21401
(38.987722, -76.539292)"
"TRAFFIC ENGINEERING SERVICES, LLC",4700 SANDY SPRING ROAD,BURTONSVILLE,MD,20866,MONTGOMERY,FEMALE,KRISTINE SPAID-KEHOE,3015491950,3015491951,09-435,07/31/2009 12:00:00 AM,KSPAID@GO-TES.COM,http://WWW.TRAFFICENGINEERINGSERVICES.COM,561990-MBE/DBE/SBE,ALL OTHER SUPPORT SERVICES SPECIFICALLY TRAFFIC CONTROL SERVICES INCLUDING FLAGGING,"4700 SANDY SPRING ROAD
BURTONSVILLE, MD 20866
(39.106449, -76.914794)"
"STERLING IT SOLUTIONS, LLC",12290 GREEN MEADOW DR,COLUMBIA,MD,21044,HOWARD,AFRICAN AMERICAN / FEMALE,ZENIA JONES,4435464268,0,17-210,04/19/2017 12:00:00 AM,LLDBAM@YAHOO.COM,,"541512-MBE/DBE/SBE, 541513-MBE/DBE/SBE, 541519-MBE/DBE/SBE, 541611-MBE/DBE/SBE, 541690-MBE/DBE/SBE, 811212-MBE/DBE/SBE",COMPUTER SYSTEMS DESIGN SERVICES COMPUTER FACILITIES MANAGEMENT SERVICES OTHER COMPUTER RELATED SERVICES SPECIFICALLY COMPUTER DISASTER RECOVERY SERVICES AND SOFTWARE INSTALLATION SERVICES ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES SPECIFICALLY PROJECT MANAGEMENT AND PROGRAM MANAGEMENT COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,"12290 GREEN MEADOW DR
COLUMBIA, MD 21044
(39.209706, -76.897653)"
"SPIRIT CREATIVE SERVICES, INC.",3157 ROLLING ROAD,EDGEWATER,MD,21037,ANNE ARUNDEL,FEMALE,ALICE YEAGER,4109561117,4109561118,95-278,05/17/1995 12:00:00 AM,INFO@SPIRITCREATIVESERVICES.COM,http://WWW.SPIRITCREATIVESERVICES.COM,"541430-MBE/DBE/SBE, 611430-MBE/DBE/SBE, 711510-MBE/DBE/SBE",GRAPHIC DESIGN SERVICES SPECIFICALLY GRAPHIC DESIGN ILLUSTRATION COPYRIGHTING PHOTOGRAPHY AND MULTI MEDIA SCHOOLS PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING SPECIFICALLY EDUCATIONAL SERVICES NEC SPECIFICALLY WELLNESS TRAINING AND CONSULTING INDEPENDENT ARTISTS WRITERS AND PERFORMERS SPECIFICALLY SPECIFICALLY FINE AND COMMERCIAL ART RADIO COMMENTATOR,"3157 ROLLING ROAD
EDGEWATER, MD 21037
(38.935776, -76.579404)"
"SOLOMON'S EXTERMINATORS, INC.",5408 REISTERSTOWN ROAD,BALTIMORE,MD,21215,BALTIMORE,AFRICAN AMERICAN,WAYNE S. HOWARD,4103587175,4103577220,12-398,07/11/2012 12:00:00 AM,WHOWARD@SOLOMONSPESTCONTROL.COM,http://WWW.SOLOMONSPESTCONTROL.COM,561710-MBE/DBE/SBE,EXTERMINATING AND PEST CONTROL SERVICES SPECIFICALLY PEST CONTROL EXCEPT AGRICULTURAL FORESTRY SERVICES TERMITE CONTROL SERVICES EXTERMINATING SERVICES LAWN CARE INSECT REPELLANTS AND TRAPPING,"5408 REISTERSTOWN ROAD
BALTIMORE, MD 21215
(39.34643, -76.688528)"
"ROYALLE DINING SERVICES, INC.",900 KEITH LANE,OWNINGS MILLS,MD,20736,BALTIMORE,FEMALE,LEILA BADDOUR,4102570124,4102572593,10-499,08/02/2010 12:00:00 AM,LBADDOUR@ROYALLE.NET,http://WWW.ROYALLE.NET,424450-MBE/DBE/SBE,CONFECTIONERY MERCHANT WHOLESALERS,"900 KEITH LANE
OWNINGS MILLS, MD 20736
(38.683411, -76.616384)"
"THOMAS SERVICES, INC. (NATIONAL)",335 FLAMINGO DRIVE,WEST PALM BEACH,FL,33401,OTHER STATE,AFRICAN AMERICAN,JAMES MAURICE THOMAS,5613582277,6306139735,16-419,08/03/2016 12:00:00 AM,MAURICE@THOMAS-SERVICES.COM,http://WWW.THOMAS-SERVICES.COM,"238210-MBE-ONLY, 713290-MBE-ONLY",ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS SPECIFICALLY TELECOMMUNICATIONS EQUIPMENT AND WIRING EXCEPT TRANSMISSION LINE INSTALLATION CONTRACTORS VSAT LOTTERY MACHINE INSTALLATION CONTRACTORS LOW VOLTAGE OTHER GAMBLING INDUSTRIES SPECIFICALLY LOTTERY TICKET VENDING MACHINE INSTALLATION AND MAINTENANCE SERVICES,"335 FLAMINGO DRIVE
WEST PALM BEACH, FL 33401
(26.696007, -80.05342)"
"TECHNICAL METALS, LLC",8913 GLEN LANE,FT. WASHINGTON,MD,20744,PRINCE GEORGE'S,AFRICAN AMERICAN,NASH JOE JONES,2404011971,,14-233,05/14/2014 12:00:00 AM,,,238220-MBE/DBE/SBE,PLUMBING HEATING AND AIR CONDITIONING CONTRACTORS,"8913 GLEN LANE
FT. WASHINGTON, MD 20744
(38.766862, -77.001254)"
"SEWELLUTION SERVICES, LLC",755 CLAY HAMMOND ROAD,PRINCE FREDERICK,MD,20678,CALVERT,AFRICAN AMERICAN,LIONELL SEWELL,5713083865,0,16-595,11/16/2016 12:00:00 AM,SEWELLUTIONSERVICES@GMAIL.COM,,561730-MBE/DBE/SBE,LANDSCAPING SERVICES,"755 CLAY HAMMOND ROAD
PRINCE FREDERICK, MD 20678
(38.567226, -76.561239)"
THE YALCIN GROUP LLC,5008 BERWYN ROAD,COLLEGE PARK,MD,20740,PRINCE GEORGE'S,AFRICAN AMERICAN / FEMALE,KEYIA YALCIN,3019852693,,16-490,09/14/2016 12:00:00 AM,KYALCIN@THEYALCINGROUP.COM,http://WWW.THEYALCINGROUP.COM,"236116-MBE/DBE/SBE, 236117-MBE/DBE/SBE, 236118-MBE/DBE/SBE, 531110-MBE/DBE/SBE, 531311-MBE/DBE/SBE, 531312-MBE/DBE/SBE",NEW MULTIFAMILY HOUSING CONSTRUCTION EXCEPT FOR SALE BUILDERS SPECIFICALLY CONSTRUCTION MANAGEMENT NEW HOUSING FOR SALE BUILDERS SPECIFICALLY CONSTRUCTION MANAGEMENT RESIDENTIAL REMODELERS SPECIFICALLY CONSTRUCTION MANAGEMENT LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS RESIDENTIAL PROPERTY MANAGERS NONRESIDENTIAL PROPERTY MANAGERS,"5008 BERWYN ROAD
COLLEGE PARK, MD 20740
(38.994704, -76.925758)"
"TCOOMBS & ASSOCIATES, LLC","6551 LOISDALE COURT, SUITE 500",SPRINGFIELD,VA,22150,OTHER STATE,AFRICAN AMERICAN,TONY COOMBS,7038228228,7038228229,02-206,05/16/2002 12:00:00 AM,CONTRACTS@TCASSOCIATES.COM,http://WWW.TCASSOCIATES.COM,.,NULL,"6551 LOISDALE COURT, SUITE 500
SPRINGFIELD, VA 22150
(38.775577, -77.178508)"
"TRANSSIGHT, LLC",7599 BALMORAL WAY,SAN RAMON,CA,94582,OTHER STATE,ASIAN AMERICAN SUB-CONTINENT / FEMALE,ARVINDER BHALLA,5104157771,,17-139,03/08/2017 12:00:00 AM,SATINDER.BHALLA@TRANSSIGHT.COM,http://WWW.TRANSSIGHT.COM,"518210-DBE/SBE-ONLY, 541511-DBE/SBE-ONLY, 541512-DBE/SBE-ONLY, 541519-DBE/SBE-ONLY, 611420-DBE/SBE-ONLY",DATA PROCESSING HOSTING AND RELATED SERVICES CUSTOM COMPUTER PROGRAMMING SERVICES COMPUTER SYSTEMS DESIGN SERVICES OTHER COMPUTER RELATED SERVICES COMPUTER TRAINING,"7599 BALMORAL WAY
SAN RAMON, CA 94582
(37.74414, -121.88647)"
